feature,route,page,page_file,screen_level,archetype,body_grade,official_density_score,visual_density_risk_score,visual_density_priority,tokenized_fixed_height_refs,tokenized_gap_refs,spacer_refs,manual_content_refs,bottom_inset_refs,root_top_chrome_refs,detail_top_chrome_refs,scroll_refs,grid_or_wrap_refs,root_causes,recommendation,source_files,unresolved_source_files
earn_staking,AppRoutePaths.earnThirdPartyIntegrations,StakingThirdPartyIntegrationsPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_third_party_integrations_page.dart,L2_detail,detail,A,0,16,P3_LOW_DENSITY_REVIEW,1,0,0,0,5,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_third_party_integrations_page.dart,
earn_staking,AppRoutePaths.earnTransactionReporting,StakingTransactionReportingPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_transaction_reporting_page.dart,L2_utilityDetail,detail,A,1,16,P3_LOW_DENSITY_REVIEW,0,1,0,0,5,0,3,3,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_transaction_reporting_page.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_sheet_widgets.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_summary_widgets.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_transaction_widgets.dart,
trade,'/trade/:pairId/futures',FuturesPage,flutter_app/lib/features/trade/presentation/pages/futures/futures_page.dart,L1_instrumentWorkspace,instrument,Tool,16,16,P3_LOW_DENSITY_REVIEW,0,0,0,0,0,0,0,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/trade/presentation/pages/futures/futures_page.dart;flutter_app/lib/features/trade/presentation/widgets/futures/futures_page_form_controls.dart;flutter_app/lib/features/trade/presentation/widgets/futures/futures_page_state.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_confirm_sheet.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_simple_hero.dart;flutter_app/lib/features/trade/presentation/widgets/phone/vit_trade_simple_shell.dart,
dca,'/dca/rebalance/:configId/history',DCARebalanceDashboardPage,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_dashboard_page.dart,L2_entityDetail,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,1,0,1,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_dashboard_page.dart;flutter_app/lib/features/dca/presentation/widgets/dca_missing_config_panel.dart,
dca,AppRoutePaths.dcaRebalanceDashboard,DCARebalanceDashboardPage,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_dashboard_page.dart,L2_sectionHub,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,1,0,1,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_dashboard_page.dart;flutter_app/lib/features/dca/presentation/widgets/dca_missing_config_panel.dart,
dca,AppRoutePaths.dcaScheduleAnalytics,DCAScheduleAnalyticsPage,flutter_app/lib/features/dca/presentation/pages/schedule/dca_schedule_analytics_page.dart,L2_utilityDetail,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,1,0,1,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/dca/presentation/pages/schedule/dca_schedule_analytics_page.dart;flutter_app/lib/features/dca/presentation/widgets/dca_missing_config_panel.dart,
earn_savings,AppRoutePaths.earnSavingsDca,SavingsDCAPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_dca_page.dart,L2_detail,detail,A,0,15,P3_LOW_DENSITY_REVIEW,0,1,0,0,5,0,3,1,2,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_dca_page.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_dca_common.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_dca_history_sheet.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_dca_plans.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_dca_summary.dart,
earn_savings,AppRoutePaths.earnSavingsNotificationPreferences,SavingsNotificationPreferencesPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_notification_preferences_page.dart,L2_detail,detail,A,0,15,P3_LOW_DENSITY_REVIEW,0,1,0,0,5,0,3,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_notification_preferences_page.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_notification_preferences_common.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_notification_preferences_delivery.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_notification_preferences_events.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_notification_preferences_summary.dart,
earn_staking,AppRoutePaths.earnEmergencyActions,StakingEmergencyActionsPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_emergency_actions_page.dart,L2_detail,detail,A,0,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,6,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_emergency_actions_page.dart,
earn_staking,AppRoutePaths.earnRecommendations,StakingRecommendationsPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_recommendations_page.dart,L2_detail,detail,A,0,15,P3_LOW_DENSITY_REVIEW,0,1,0,0,5,0,3,2,2,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_recommendations_page.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_recommendations_common.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_recommendations_overview.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_recommendations_sheet.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_recommendations_strategy.dart,
earn_staking,AppRoutePaths.earnValidatorSelection,StakingValidatorSelectionPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_validator_selection_page.dart,L2_detail,detail,A,0,15,P3_LOW_DENSITY_REVIEW,0,1,0,0,5,0,3,1,4,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_validator_selection_page.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_validator_selection_common.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_validator_selection_detail.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_validator_selection_filters.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_validator_selection_list.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_validator_selection_summary.dart,
markets,AppRoutePaths.marketsOverview,MarketOverviewPage,flutter_app/lib/features/markets/presentation/pages/hub/market_overview_page.dart,L2_sectionHub,detail,A,0,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,7,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/markets/presentation/pages/hub/market_overview_page.dart;flutter_app/lib/features/markets/presentation/pages/hub/market_overview_page_hero_stats_widgets.dart;flutter_app/lib/features/markets/presentation/pages/hub/market_overview_page_history_tools_widgets.dart;flutter_app/lib/features/markets/presentation/pages/hub/market_overview_page_movers_sectors_widgets.dart;flutter_app/lib/features/markets/presentation/widgets/hub/market_formatters.dart,
markets,AppRoutePaths.marketsAlerts,PriceAlertsPage,flutter_app/lib/features/markets/presentation/pages/portfolio/price_alerts_page.dart,L2_utilityDetail,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,1,0,1,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/markets/presentation/pages/portfolio/price_alerts_page.dart;flutter_app/lib/features/markets/presentation/widgets/hub/market_formatters.dart;flutter_app/lib/features/markets/presentation/widgets/portfolio/price_alerts_page_common.dart;flutter_app/lib/features/markets/presentation/widgets/portfolio/price_alerts_page_details.dart;flutter_app/lib/features/markets/presentation/widgets/portfolio/price_alerts_page_overview.dart,
markets,AppRoutePaths.marketsWatchlist,WatchlistPage,flutter_app/lib/features/markets/presentation/pages/hub/watchlist_page.dart,L2_utilityDetail,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,1,0,1,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/markets/presentation/pages/hub/watchlist_page.dart;flutter_app/lib/features/markets/presentation/widgets/hub/watchlist_cards.dart;flutter_app/lib/features/markets/presentation/widgets/hub/watchlist_common_painter.dart;flutter_app/lib/features/markets/presentation/widgets/hub/watchlist_toolbar.dart,
news,AppRoutePaths.news,NewsPage,flutter_app/lib/features/news/presentation/pages/news_page.dart,L1_utilityHub,detail,A,6,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,4,0,1,3,3,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/news/presentation/pages/news_page.dart;flutter_app/lib/features/news/presentation/widgets/news_page_common.dart;flutter_app/lib/features/news/presentation/widgets/news_page_sections.dart,
p2p_account,AppRoutePaths.p2pKycIdentity,P2PIdentityVerificationPage,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_identity_verification_page.dart,L3_transactionFlow,detail,A,0,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,6,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_identity_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_sections.dart,
p2p_account,AppRoutePaths.p2pKycVerify,P2PIdentityVerificationPage,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_identity_verification_page.dart,L3_transactionFlow,detail,A,0,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,6,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_identity_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_sections.dart,
p2p_marketplace,AppRoutePaths.p2pSettingsNotifications,P2PNotificationsSettingsPage,flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_notifications_settings_page.dart,L1_utilityHub,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,0,0,3,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_notifications_settings_page.dart,
p2p_security,AppRoutePaths.p2pComplianceOverview,P2PComplianceOverviewPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_compliance_overview_page.dart,L2_sectionHub,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,0,0,3,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_compliance_overview_page.dart,
p2p_security,AppRoutePaths.p2pComplianceLargeTransaction,P2PLargeTransactionJustificationPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_large_transaction_justification_page.dart,L2_detail,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,0,0,3,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_large_transaction_justification_page.dart,
p2p_security,AppRoutePaths.p2pComplianceRiskAssessment,P2PRiskAssessmentPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_risk_assessment_page.dart,L3_transactionFlow,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,0,0,3,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_risk_assessment_page.dart,
p2p_security,AppRoutePaths.p2pComplianceSourceOfFunds,P2PSourceOfFundsPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_source_of_funds_page.dart,L2_detail,detail,B,12,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,0,0,3,1,0,low_signal_monitor,Review first viewport manually and apply shared compact primitives without removing safety or domain-copy requirements.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_source_of_funds_page.dart,
profile,AppRoutePaths.profileSettings,SettingsPage,flutter_app/lib/features/profile/presentation/pages/settings_page.dart,L2_utilityDetail,detail,B,10,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,2,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/profile/presentation/pages/settings_page.dart;flutter_app/lib/features/profile/presentation/widgets/common/profile_icon_registry.dart;flutter_app/lib/features/profile/presentation/widgets/settings_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/settings_page_sections.dart,
profile,AppRoutePaths.profileSubAccounts,SubAccountPage,flutter_app/lib/features/profile/presentation/pages/sub_account_page.dart,L2_detail,detail,B,10,15,P3_LOW_DENSITY_REVIEW,0,0,0,0,2,0,1,1,2,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/profile/presentation/pages/sub_account_page.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_card_details.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_cards.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_create.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_formatters.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_primitives.dart;flutter_app/lib/features/profile/presentation/widgets/profile_sub_account_summary.dart,
